"Channel","Station","Year","station.trt","channel.trt","Functional","Cover"
"Channel 12","Station 5 + 13","2015-11-01","No treatment","Channel 12: No treatment","Annual forb",0.125
"Channel 12","Station 5 + 13","2015-11-01","No treatment","Channel 12: No treatment","Perennial forb",0.75
"Channel 12","Station 5 + 13","2015-11-01","No treatment","Channel 12: No treatment","Perennial grass",10.125
"Channel 12","Station 5 + 13","2015-11-01","No treatment","Channel 12: No treatment","Shrub",48.375
"Channel 12","Station 5 + 13","2015-11-01","No treatment","Channel 12: No treatment","Tree",25
"Channel 12","Station 5 + 13","2018-11-01","No treatment","Channel 12: No treatment","Perennial forb",4.75
"Channel 12","Station 5 + 13","2018-11-01","No treatment","Channel 12: No treatment","Perennial grass",30.75
"Channel 12","Station 5 + 13","2018-11-01","No treatment","Channel 12: No treatment","Shrub",10.125
"Channel 12","Station 5 + 13","2021-11-01","No treatment","Channel 12: No treatment","Annual grass",0.125
"Channel 12","Station 5 + 13","2021-11-01","No treatment","Channel 12: No treatment","Perennial forb",1
"Channel 12","Station 5 + 13","2021-11-01","No treatment","Channel 12: No treatment","Perennial grass",14.5
"Channel 12","Station 5 + 13","2021-11-01","No treatment","Channel 12: No treatment","Shrub",20.625
"Channel 12","Station 5 + 48","2012-11-01","No treatment","Channel 12: No treatment","Annual forb",0.0833333333333333
"Channel 12","Station 5 + 48","2012-11-01","No treatment","Channel 12: No treatment","Perennial forb",1.25
"Channel 12","Station 5 + 48","2012-11-01","No treatment","Channel 12: No treatment","Perennial grass",5.41666666666667
"Channel 12","Station 5 + 48","2012-11-01","No treatment","Channel 12: No treatment","Shrub",18.75
"Channel 12","Station 5 + 48","2012-11-01","No treatment","Channel 12: No treatment","Tree",14.5833333333333
"Channel 12","Station 5 + 48","2013-11-01","No treatment","Channel 12: No treatment","Annual grass",1.08333333333333
"Channel 12","Station 5 + 48","2013-11-01","No treatment","Channel 12: No treatment","Perennial forb",1.33333333333333
"Channel 12","Station 5 + 48","2013-11-01","No treatment","Channel 12: No treatment","Perennial grass",4.25
"Channel 12","Station 5 + 48","2013-11-01","No treatment","Channel 12: No treatment","Shrub",25.5
"Channel 12","Station 5 + 48","2013-11-01","No treatment","Channel 12: No treatment","Tree",16.6666666666667
"Channel 12","Station 5 + 48","2014-11-01","No treatment","Channel 12: No treatment","Annual grass",0.125
"Channel 12","Station 5 + 48","2014-11-01","No treatment","Channel 12: No treatment","Perennial forb",1.5
"Channel 12","Station 5 + 48","2014-11-01","No treatment","Channel 12: No treatment","Perennial grass",1.75
"Channel 12","Station 5 + 48","2014-11-01","No treatment","Channel 12: No treatment","Shrub",30.25
"Channel 12","Station 5 + 48","2014-11-01","No treatment","Channel 12: No treatment","Tree",0.625
"Channel 12","Station 5 + 48","2015-11-01","No treatment","Channel 12: No treatment","Perennial forb",5.125
"Channel 12","Station 5 + 48","2015-11-01","No treatment","Channel 12: No treatment","Perennial grass",19.625
"Channel 12","Station 5 + 48","2015-11-01","No treatment","Channel 12: No treatment","Shrub",8.25
"Channel 12","Station 5 + 48","2015-11-01","No treatment","Channel 12: No treatment","Tree",0.125
"Channel 12","Station 5 + 48","2018-11-01","No treatment","Channel 12: No treatment","Perennial forb",1.25
"Channel 12","Station 5 + 48","2018-11-01","No treatment","Channel 12: No treatment","Perennial grass",2.125
"Channel 12","Station 5 + 48","2018-11-01","No treatment","Channel 12: No treatment","Shrub",15
"Channel 12","Station 5 + 48","2021-11-01","No treatment","Channel 12: No treatment","Perennial forb",1.5
"Channel 12","Station 5 + 48","2021-11-01","No treatment","Channel 12: No treatment","Perennial grass",6.375
"Channel 12","Station 5 + 48","2021-11-01","No treatment","Channel 12: No treatment","Shrub",23.75
"Channel 12","Station 5 + 48","2021-11-01","No treatment","Channel 12: No treatment","Tree",13.125
"Channel 12","Station 6 + 30","2012-11-01","No treatment","Channel 12: No treatment","Annual grass",0.5
"Channel 12","Station 6 + 30","2012-11-01","No treatment","Channel 12: No treatment","Perennial forb",2.91666666666667
"Channel 12","Station 6 + 30","2012-11-01","No treatment","Channel 12: No treatment","Perennial grass",9.16666666666667
"Channel 12","Station 6 + 30","2012-11-01","No treatment","Channel 12: No treatment","Shrub",2.58333333333333
"Channel 12","Station 6 + 30","2012-11-01","No treatment","Channel 12: No treatment","Tree",51.25
"Channel 12","Station 6 + 30","2013-11-01","No treatment","Channel 12: No treatment","Annual grass",3.91666666666667
"Channel 12","Station 6 + 30","2013-11-01","No treatment","Channel 12: No treatment","Perennial forb",3.41666666666667
"Channel 12","Station 6 + 30","2013-11-01","No treatment","Channel 12: No treatment","Perennial grass",10
"Channel 12","Station 6 + 30","2013-11-01","No treatment","Channel 12: No treatment","Shrub",6.25
"Channel 12","Station 6 + 30","2013-11-01","No treatment","Channel 12: No treatment","Tree",65.4166666666667
"Channel 12","Station 6 + 30","2014-11-01","No treatment","Channel 12: No treatment","Annual forb",0.125
"Channel 12","Station 6 + 30","2014-11-01","No treatment","Channel 12: No treatment","Annual grass",0.625
"Channel 12","Station 6 + 30","2014-11-01","No treatment","Channel 12: No treatment","Perennial forb",1.25
"Channel 12","Station 6 + 30","2014-11-01","No treatment","Channel 12: No treatment","Perennial grass",1.375
"Channel 12","Station 6 + 30","2014-11-01","No treatment","Channel 12: No treatment","Shrub",5.125
"Channel 12","Station 6 + 30","2014-11-01","No treatment","Channel 12: No treatment","Tree",68.125
"Channel 12","Station 6 + 30","2015-11-01","No treatment","Channel 12: No treatment","Perennial grass",15
"Channel 12","Station 6 + 30","2015-11-01","No treatment","Channel 12: No treatment","Shrub",5.125
"Channel 12","Station 6 + 30","2015-11-01","No treatment","Channel 12: No treatment","Tree",76.875
"Channel 12","Station 6 + 30","2018-11-01","No treatment","Channel 12: No treatment","Annual grass",0.25
"Channel 12","Station 6 + 30","2018-11-01","No treatment","Channel 12: No treatment","Perennial forb",2.25
"Channel 12","Station 6 + 30","2018-11-01","No treatment","Channel 12: No treatment","Perennial grass",1.625
"Channel 12","Station 6 + 30","2018-11-01","No treatment","Channel 12: No treatment","Shrub",6
"Channel 12","Station 6 + 30","2018-11-01","No treatment","Channel 12: No treatment","Tree",48.75
"Channel 12","Station 6 + 30","2021-11-01","No treatment","Channel 12: No treatment","Annual grass",0.875
"Channel 12","Station 6 + 30","2021-11-01","No treatment","Channel 12: No treatment","Perennial forb",1.125
"Channel 12","Station 6 + 30","2021-11-01","No treatment","Channel 12: No treatment","Perennial grass",6.375
"Channel 12","Station 6 + 30","2021-11-01","No treatment","Channel 12: No treatment","Shrub",10
"Channel 12","Station 6 + 30","2021-11-01","No treatment","Channel 12: No treatment","Tree",25
"Channel 12","Station 6 + 93","2012-11-01","No treatment","Channel 12: No treatment","Perennial forb",0.5
"Channel 12","Station 6 + 93","2012-11-01","No treatment","Channel 12: No treatment","Perennial grass",11.25
"Channel 12","Station 6 + 93","2012-11-01","No treatment","Channel 12: No treatment","Shrub",4.25
"Channel 12","Station 6 + 93","2012-11-01","No treatment","Channel 12: No treatment","Tree",81.3333333333333
"Channel 12","Station 6 + 93","2013-11-01","No treatment","Channel 12: No treatment","Annual grass",1.25
"Channel 12","Station 6 + 93","2013-11-01","No treatment","Channel 12: No treatment","Perennial forb",0.583333333333333
"Channel 12","Station 6 + 93","2013-11-01","No treatment","Channel 12: No treatment","Perennial grass",10.9166666666667
"Channel 12","Station 6 + 93","2013-11-01","No treatment","Channel 12: No treatment","Shrub",2.91666666666667
"Channel 12","Station 6 + 93","2013-11-01","No treatment","Channel 12: No treatment","Tree",69.1666666666667
"Channel 12","Station 6 + 93","2014-11-01","No treatment","Channel 12: No treatment","Annual grass",0.25
"Channel 12","Station 6 + 93","2014-11-01","No treatment","Channel 12: No treatment","Perennial forb",0.125
"Channel 12","Station 6 + 93","2014-11-01","No treatment","Channel 12: No treatment","Perennial grass",9.125
"Channel 12","Station 6 + 93","2014-11-01","No treatment","Channel 12: No treatment","Shrub",10
"Channel 12","Station 6 + 93","2014-11-01","No treatment","Channel 12: No treatment","Tree",65
"Channel 12","Station 6 + 93","2015-11-01","No treatment","Channel 12: No treatment","Perennial forb",1.25
"Channel 12","Station 6 + 93","2015-11-01","No treatment","Channel 12: No treatment","Perennial grass",24.25
"Channel 12","Station 6 + 93","2015-11-01","No treatment","Channel 12: No treatment","Shrub",4.375
"Channel 12","Station 6 + 93","2015-11-01","No treatment","Channel 12: No treatment","Tree",40.625
"Channel 12","Station 6 + 93","2018-11-01","No treatment","Channel 12: No treatment","Annual grass",0.125
"Channel 12","Station 6 + 93","2018-11-01","No treatment","Channel 12: No treatment","Perennial forb",0.875
"Channel 12","Station 6 + 93","2018-11-01","No treatment","Channel 12: No treatment","Perennial grass",15.125
"Channel 12","Station 6 + 93","2018-11-01","No treatment","Channel 12: No treatment","Shrub",1.0625
"Channel 12","Station 6 + 93","2018-11-01","No treatment","Channel 12: No treatment","Tree",49.375
"Channel 12","Station 6 + 93","2021-11-01","No treatment","Channel 12: No treatment","Annual grass",0.625
"Channel 12","Station 6 + 93","2021-11-01","No treatment","Channel 12: No treatment","Perennial forb",0.25
"Channel 12","Station 6 + 93","2021-11-01","No treatment","Channel 12: No treatment","Perennial grass",11
"Channel 12","Station 6 + 93","2021-11-01","No treatment","Channel 12: No treatment","Shrub",4.375
"Channel 12","Station 6 + 93","2021-11-01","No treatment","Channel 12: No treatment","Tree",67.5
"Channel 13","Station 1 + 11.5 BAF","2012-03-01","Baffle","Channel 13: In-channel treatment","Perennial grass",0.166666666666667
"Channel 13","Station 1 + 11.5 BAF","2012-03-01","Baffle","Channel 13: In-channel treatment","Shrub",13
"Channel 13","Station 1 + 11.5 BAF","2012-03-01","Baffle","Channel 13: In-channel treatment","Tree",53.75
"Channel 13","Station 1 + 11.5 BAF","2012-11-01","Baffle","Channel 13: In-channel treatment","Annual grass",0.166666666666667
"Channel 13","Station 1 + 11.5 BAF","2012-11-01","Baffle","Channel 13: In-channel treatment","Perennial forb",3.5
"Channel 13","Station 1 + 11.5 BAF","2012-11-01","Baffle","Channel 13: In-channel treatment","Perennial grass",0.75
"Channel 13","Station 1 + 11.5 BAF","2012-11-01","Baffle","Channel 13: In-channel treatment","Shrub",13.4166666666667
"Channel 13","Station 1 + 11.5 BAF","2012-11-01","Baffle","Channel 13: In-channel treatment","Tree",52.0833333333333
"Channel 13","Station 1 + 11.5 BAF","2013-11-01","Baffle","Channel 13: In-channel treatment","Annual grass",0.416666666666667
"Channel 13","Station 1 + 11.5 BAF","2013-11-01","Baffle","Channel 13: In-channel treatment","Perennial forb",0.416666666666667
"Channel 13","Station 1 + 11.5 BAF","2013-11-01","Baffle","Channel 13: In-channel treatment","Perennial grass",0.0833333333333333
"Channel 13","Station 1 + 11.5 BAF","2013-11-01","Baffle","Channel 13: In-channel treatment","Shrub",2.5
"Channel 13","Station 1 + 11.5 BAF","2013-11-01","Baffle","Channel 13: In-channel treatment","Tree",65.8333333333333
"Channel 13","Station 1 + 11.5 BAF","2014-11-01","Baffle","Channel 13: In-channel treatment","Annual grass",0.625
"Channel 13","Station 1 + 11.5 BAF","2014-11-01","Baffle","Channel 13: In-channel treatment","Perennial grass",4.6875
"Channel 13","Station 1 + 11.5 BAF","2014-11-01","Baffle","Channel 13: In-channel treatment","Shrub",8.875
"Channel 13","Station 1 + 11.5 BAF","2014-11-01","Baffle","Channel 13: In-channel treatment","Tree",55.625
"Channel 13","Station 1 + 11.5 BAF","2015-11-01","Baffle","Channel 13: In-channel treatment","Perennial forb",0.25
"Channel 13","Station 1 + 11.5 BAF","2015-11-01","Baffle","Channel 13: In-channel treatment","Perennial grass",4.875
"Channel 13","Station 1 + 11.5 BAF","2015-11-01","Baffle","Channel 13: In-channel treatment","Shrub",22.625
"Channel 13","Station 1 + 11.5 BAF","2015-11-01","Baffle","Channel 13: In-channel treatment","Tree",13.25
"Channel 13","Station 1 + 11.5 BAF","2018-11-01","Baffle","Channel 13: In-channel treatment","Annual forb",0.25
"Channel 13","Station 1 + 11.5 BAF","2018-11-01","Baffle","Channel 13: In-channel treatment","Annual grass",0.125
"Channel 13","Station 1 + 11.5 BAF","2018-11-01","Baffle","Channel 13: In-channel treatment","Perennial forb",0.625
"Channel 13","Station 1 + 11.5 BAF","2018-11-01","Baffle","Channel 13: In-channel treatment","Perennial grass",6.5
"Channel 13","Station 1 + 11.5 BAF","2018-11-01","Baffle","Channel 13: In-channel treatment","Shrub",30
"Channel 13","Station 1 + 11.5 BAF","2018-11-01","Baffle","Channel 13: In-channel treatment","Tree",40.125
"Channel 13","Station 1 + 11.5 BAF","2021-11-01","Baffle","Channel 13: In-channel treatment","Annual forb",0.625
"Channel 13","Station 1 + 11.5 BAF","2021-11-01","Baffle","Channel 13: In-channel treatment","Annual grass",0.125
"Channel 13","Station 1 + 11.5 BAF","2021-11-01","Baffle","Channel 13: In-channel treatment","Perennial forb",0.75
"Channel 13","Station 1 + 11.5 BAF","2021-11-01","Baffle","Channel 13: In-channel treatment","Perennial grass",2
"Channel 13","Station 1 + 11.5 BAF","2021-11-01","Baffle","Channel 13: In-channel treatment","Shrub",30
"Channel 13","Station 1 + 11.5 BAF","2021-11-01","Baffle","Channel 13: In-channel treatment","Tree",52
"Channel 13","Station 1 + 38.5 ORD","2012-03-01","One station dam","Channel 13: In-channel treatment","Annual forb",0.0833333333333333
"Channel 13","Station 1 + 38.5 ORD","2012-03-01","One station dam","Channel 13: In-channel treatment","Annual grass",0.0833333333333333
"Channel 13","Station 1 + 38.5 ORD","2012-03-01","One station dam","Channel 13: In-channel treatment","Perennial grass",0.0833333333333333
"Channel 13","Station 1 + 38.5 ORD","2012-03-01","One station dam","Channel 13: In-channel treatment","Shrub",44.6666666666667
"Channel 13","Station 1 + 38.5 ORD","2012-03-01","One station dam","Channel 13: In-channel treatment","Tree",6.25
"Channel 13","Station 1 + 38.5 ORD","2012-11-01","One station dam","Channel 13: In-channel treatment","Perennial forb",0.166666666666667
"Channel 13","Station 1 + 38.5 ORD","2012-11-01","One station dam","Channel 13: In-channel treatment","Perennial grass",0.583333333333333
"Channel 13","Station 1 + 38.5 ORD","2012-11-01","One station dam","Channel 13: In-channel treatment","Shrub",48
"Channel 13","Station 1 + 38.5 ORD","2012-11-01","One station dam","Channel 13: In-channel treatment","Tree",6.33333333333333
"Channel 13","Station 1 + 38.5 ORD","2013-11-01","One station dam","Channel 13: In-channel treatment","Annual grass",0.0833333333333333
"Channel 13","Station 1 + 38.5 ORD","2013-11-01","One station dam","Channel 13: In-channel treatment","Perennial grass",0.833333333333333
